race_id,lapno,position,driver_id,laptime,racetime,gap,interval,compound,tireage,pitintime,pitstopduration,nextcompound,startlapprog_vsc,endlapprog_vsc,age_vsc,startlapprog_sc,endlapprog_sc,age_sc,lpt_slp,dt_rank,sc_pit
1.0,1.0,17.0,22.0,130.795,130.795,28.757,5.275,A3,1.0,2014-03-16 17:09:56,17.255,,,,,,,,,5.0,False
1.0,1.0,18.0,16.0,156.707,156.707,54.669,25.912,A3,1.0,2014-03-16 17:10:14,25.541,A2,,,,,,,,7.0,False
1.0,1.0,19.0,20.0,161.894,161.894,59.856,5.187,A2,1.0,2014-03-16 17:10:12,32.657,A3,,,,,,,,6.0,False
1.0,10.0,16.0,15.0,156.286,1038.096,78.704,5.033,A3,10.0,2014-03-16 17:24:46,34.921,A3,,,,,,,-1.2122833333333345,10.0,False
1.0,11.0,9.0,10.0,117.843,1101.79,47.213,21.762,A3,13.0,2014-03-16 17:26:02,22.411,A3,,,,0.722,1.0,0.278,-0.9709030303030306,5.0,False
1.0,11.0,17.0,16.0,129.463,1162.526,107.949,1.575,A2,10.0,2014-03-16 17:27:03,22.497,A3,,,,0.278,1.0,0.722,-3.6548787878787867,6.0,False
1.0,12.0,1.0,3.0,134.269,1188.846,0.0,0.0,A3,14.0,2014-03-16 17:27:27,24.331,A3,,,,0.107,1.0,0.893,-0.4818181818181815,0.0,False
1.0,12.0,2.0,2.0,135.227,1197.523,8.677,8.677,A3,14.0,2014-03-16 17:27:37,22.994,A3,,,,0.05,1.0,0.95,-0.47791818181818235,0.0,False
1.0,12.0,3.0,4.0,136.538,1205.398,16.552,7.875,A3,14.0,2014-03-16 17:27:45,23.15,A3,,,,0.001,1.0,0.999,-0.5772636363636366,0.0,False
1.0,12.0,4.0,7.0,136.397,1211.071,22.225,5.673,A3,14.0,2014-03-16 17:27:51,22.615,A3,,,,0.0,1.0,1.059,-0.5323818181818187,-3.0,True
1.0,12.0,5.0,5.0,139.525,1215.586,26.74,4.515,A3,14.0,2014-03-16 17:27:55,22.887,A3,,,,0.0,1.0,1.072,-0.5647000000000003,0.0,False
1.0,12.0,7.0,6.0,143.494,1222.66,33.814,0.03,A3,14.0,2014-03-16 17:28:02,23.124,A3,,,,0.0,1.0,1.105,-0.7376000000000006,-2.0,True
1.0,12.0,8.0,11.0,145.964,1224.599,35.753,1.939,A3,12.0,2014-03-16 17:28:02,25.543,A3,,,,0.0,1.0,1.099,-0.6410363636363637,0.0,False
1.0,12.0,9.0,8.0,150.844,1230.872,42.026,6.273,A3,14.0,2014-03-16 17:28:03,30.514,A2,,,,0.0,1.0,1.113,-0.7697454545454548,-1.0,True
1.0,20.0,18.0,18.0,118.244,2829.14,747.627,708.954,A3,20.0,2014-03-16 17:54:48,23.821,A3,,,,,,,-12.332464912280697,3.0,False
1.0,23.0,17.0,19.0,121.336,2438.192,77.483,20.157,A3,23.0,2014-03-16 17:48:18,23.238,A3,,,,,,,0.01908752117447749,1.0,False
1.0,24.0,16.0,17.0,119.399,2537.434,82.789,30.593,A3,24.0,2014-03-16 17:49:56,24.209,A3,,,,,,,-0.20692193675889328,2.0,False
1.0,28.0,15.0,22.0,115.731,2907.035,72.906,8.891,A3,28.0,2014-03-16 17:56:08,22.264,A3,,,,,,,-0.39595299145299123,3.0,False
1.0,29.0,15.0,21.0,118.825,3016.969,88.771,7.651,A3,29.0,2014-03-16 17:57:57,22.847,,,,,,,,-0.2463891625615764,0.0,False
1.0,30.0,14.0,20.0,117.089,3109.895,86.751,5.811,A3,29.0,2014-03-16 17:59:29,23.797,A3,,,,,,,-0.5648724137931034,1.0,False
1.0,32.0,10.0,10.0,113.971,3260.627,47.906,10.374,A3,21.0,2014-03-16 18:02:01,22.399,A2,,,,,,,-0.3145334677419355,6.0,False
1.0,32.0,12.0,16.0,115.468,3288.764,76.043,19.454,A3,21.0,2014-03-16 18:02:29,22.526,A3,,,,,,,-0.5321624999999996,1.0,False
1.0,33.0,8.0,7.0,115.326,3356.248,49.439,10.492,A3,21.0,2014-03-16 18:03:36,22.933,A2,,,,,,,-0.28017741935483875,1.0,False
1.0,33.0,9.0,6.0,115.005,3358.704,51.895,2.456,A3,21.0,2014-03-16 18:03:39,22.978,A2,,,,,,,-0.30452767595307934,0.0,False
1.0,35.0,7.0,5.0,112.828,3544.275,49.506,7.735,A3,23.0,2014-03-16 18:06:45,21.978,A2,,,,,,,-0.30244629488158903,2.0,False
1.0,35.0,13.0,13.0,118.752,3582.87,88.101,2.007,A3,35.0,2014-03-16 18:07:21,24.305,A2,,,,,,,-0.3202120702826585,1.0,False
1.0,35.0,16.0,18.0,117.075,4312.296,817.527,691.821,A3,15.0,2014-03-16 18:19:32,22.656,A2,,,,,,,-4.109726355996947,1.0,False
1.0,36.0,3.0,2.0,113.313,3626.06,36.827,12.459,A3,24.0,2014-03-16 18:08:06,22.427,A2,,,,,,,-0.2798408963585435,1.0,False
1.0,36.0,8.0,15.0,115.054,3647.923,58.69,0.777,A3,26.0,2014-03-16 18:08:28,23.117,A2,,,,,,,-0.3940689075630252,2.0,False
1.0,36.0,9.0,11.0,114.28,3648.861,59.628,0.938,A3,24.0,2014-03-16 18:08:30,21.825,A2,,,,,,,-0.29559859943977584,1.0,False
1.0,36.0,10.0,8.0,115.843,3652.383,63.15,3.522,A2,24.0,2014-03-16 18:08:31,23.92,A3,,,,,,,-0.32100000000000006,0.0,False
1.0,37.0,2.0,4.0,112.635,3726.236,41.813,41.813,A3,25.0,2014-03-16 18:09:47,22.273,A2,,,,,,,-0.29338185328185346,-1.0,True
1.0,38.0,1.0,3.0,115.194,3799.617,0.0,0.0,A3,26.0,2014-03-16 18:10:59,23.673000000000002,A2,,,,,,,-0.2973454243717401,0.0,False
1.0,41.0,15.0,17.0,119.123,4233.718,146.089,72.175,A3,17.0,2014-03-16 18:18:13,23.493,A2,,,,,,,-0.2702828330206379,1.0,False
2.0,1.0,21.0,18.0,188.057,188.057,76.233,58.077,A2,1.0,2014-03-30 16:07:01,52.836,A2,,,,,,,,1.0,False
2.0,2.0,18.0,6.0,116.55,241.353,22.028,3.552,A2,4.0,2014-03-30 16:07:55,45.629,A1,,,,,,,0.0,-1.0,True
2.0,2.0,20.0,11.0,150.743,268.864,49.539,25.758,A2,4.0,2014-03-30 16:08:22,26.399,A2,,,,,,,0.0,8.0,False
2.0,9.0,11.0,4.0,114.169,1004.444,31.784,0.701,A2,11.0,2014-03-30 16:20:38,37.116,A2,,,,,,,-0.9202976190476194,2.0,False
2.0,10.0,11.0,8.0,113.647,1117.39,37.453,1.011,A2,10.0,2014-03-30 16:22:31,25.109,A2,,,,,,,-0.8324499999999998,1.0,False
2.0,10.0,13.0,20.0,114.083,1119.685,39.748,1.535,A2,10.0,2014-03-30 16:22:33,29.42,A2,,,,,,,-0.7667999999999997,0.0,False
2.0,10.0,16.0,17.0,115.361,1131.2,51.263,6.761,A2,10.0,2014-03-30 16:22:44,25.639,A2,,,,,,,-1.03225,1.0,False
2.0,11.0,6.0,5.0,112.322,1207.092,19.46,1.644,A2,13.0,2014-03-30 16:24:00,24.466,A2,,,,,,,-0.37402424242424265,2.0,False
2.0,11.0,11.0,13.0,113.311,1231.461,43.829,5.275,A2,11.0,2014-03-30 16:24:25,25.998,A1,,,,,,,-0.7224484848484842,-2.0,True
2.0,11.0,13.0,19.0,115.295,1239.734,52.102,6.852,A2,11.0,2014-03-30 16:24:33,30.04,A2,,,,,,,-0.7559212121212112,-1.0,True
2.0,12.0,4.0,2.0,112.315,1313.275,17.983,6.077,A2,14.0,2014-03-30 16:25:46,24.709,A2,,,,,,,-0.2897363636363645,-12.0,True
2.0,12.0,8.0,9.0,112.963,1331.861,36.569,2.521,A2,12.0,2014-03-30 16:26:05,24.637,A2,,,,,,,-0.5900636363636366,1.0,False
2.0,12.0,10.0,22.0,114.441,1340.627,45.335,7.442,A2,12.0,2014-03-30 16:26:14,25.046,A2,,,,,,,-0.6228909090909094,-1.0,True
2.0,13.0,3.0,12.0,112.295,1419.493,16.427,9.777,A2,15.0,2014-03-30 16:27:33,24.432,A2,,,,,,,-0.27434965034965,0.0,False
2.0,13.0,5.0,10.0,113.209,1435.699,32.633,13.004,A2,15.0,2014-03-30 16:27:49,24.841,A2,,,,,,,-0.3938811188811189,-1.0,True
2.0,14.0,2.0,3.0,111.764,1521.48,10.448,10.448,A2,16.0,2014-03-30 16:29:15,24.723,A2,,,,,,,-0.23778571428571463,0.0,False
2.0,14.0,7.0,15.0,115.887,1554.451,43.419,5.132,A2,14.0,2014-03-30 16:29:48,25.02,A2,,,,,,,-0.4589945054945054,-1.0,True
2.0,15.0,1.0,1.0,111.236,1622.268,0.0,0.0,A2,17.0,2014-03-30 16:30:55,24.604,A2,,,,,,,-0.1157318681318686,0.0,False
2.0,15.0,10.0,14.0,115.461,1679.767,57.499,2.238,A2,15.0,2014-03-30 16:31:53,27.124,A2,,,,,,,-0.4178989010989013,-3.0,True
2.0,16.0,2.0,7.0,113.362,1753.982,5.139,5.139,A2,18.0,2014-03-30 16:33:07,25.336,A2,,,,,,,-0.21498928571428558,-3.0,True
2.0,17.0,19.0,6.0,122.87,1937.38,82.347,11.625,A1,15.0,2014-03-30 16:36:11,26.598,A2,,,,,,,-1.0413705882352937,0.0,False
2.0,18.0,18.0,11.0,113.85,2039.605,77.527,2.697,A2,16.0,2014-03-30 16:37:53,24.417,A1,,,,,,,-1.0800392156862741,6.0,False
2.0,22.0,11.0,8.0,112.826,2443.506,55.618,1.04,A2,12.0,2014-03-30 16:44:37,27.473,A1,,,,,,,-0.25693766233766224,1.0,False
2.0,23.0,13.0,20.0,113.775,2569.028,74.46,7.358,A2,13.0,2014-03-30 16:46:42,26.325,A1,,,,,,,-0.2139429700734048,0.0,False
2.0,24.0,11.0,4.0,113.306,2664.541,63.692,1.534,A2,15.0,2014-03-30 16:48:18,30.661,A2,,,,,,,-0.2763260869565217,2.0,False
2.0,24.0,12.0,13.0,113.582,2675.252,74.403,10.711,A1,13.0,2014-03-30 16:48:28,25.493,A1,,,,,,,-0.23397233201581022,-1.0,True
2.0,25.0,8.0,10.0,111.808,2755.336,47.964,1.244,A2,12.0,2014-03-30 16:49:48,24.524,A2,,,,,,,-0.14998173913043464,2.0,False
2.0,25.0,10.0,22.0,112.563,2775.57,68.198,15.352,A2,13.0,2014-03-30 16:50:09,25.596,A2,,,,,,,-0.22955173913043456,-1.0,True
2.0,26.0,18.0,19.0,118.325,2927.22,113.086,5.211,A2,15.0,2014-03-30 16:52:40,26.515,A2,,,,,,,-0.18584769230769202,4.0,False
2.0,27.0,5.0,5.0,111.206,2949.889,28.61,9.163,A2,16.0,2014-03-30 16:53:03,24.222,A1,,,,,,,-0.1540249572649569,1.0,False
2.0,27.0,7.0,9.0,111.871,2974.562,53.283,24.597,A2,15.0,2014-03-30 16:53:28,24.576999999999998,A2,,,,,,,-0.20283247863247833,0.0,False
2.0,27.0,17.0,17.0,117.708,3037.527,116.248,7.05,A2,17.0,2014-03-30 16:54:31,29.21,A2,,,,,,,-0.1871805128205127,2.0,False
2.0,28.0,4.0,2.0,110.874,3051.6,23.823,9.926,A2,16.0,2014-03-30 16:54:45,24.775,A1,,,,,,,-0.14092857142857143,-12.0,True
2.0,29.0,7.0,15.0,111.405,3195.769,60.802,13.688,A2,15.0,2014-03-30 16:57:09,24.964,A2,,,,,,,-0.1885769020251779,-1.0,True
2.0,31.0,3.0,12.0,110.978,3366.875,18.205,7.605,A2,18.0,2014-03-30 17:00:00,24.728,A2,,,,,,,-0.133465406006674,0.0,False
2.0,31.0,13.0,14.0,115.262,3452.854,104.184,7.381,A2,16.0,2014-03-30 17:01:26,26.505,A1,,,,,,,-0.15453793103448266,0.0,False
2.0,32.0,2.0,3.0,111.11,3470.38,15.163,15.163,A2,18.0,2014-03-30 17:01:43,25.287,A2,,,,,,,-0.10514314516129017,0.0,False
2.0,33.0,1.0,1.0,109.8,3565.017,0.0,0.0,A2,18.0,2014-03-30 17:03:18,25.296,A2,,,,,,,-0.07177217741935484,0.0,False
2.0,34.0,4.0,7.0,111.383,3704.991,14.003,1.912,A2,18.0,2014-03-30 17:05:38,24.887,A1,,,,,,,-0.12014772727272734,-1.0,True
2.0,34.0,12.0,8.0,112.469,3770.68,79.692,1.898,A1,12.0,2014-03-30 17:06:44,25.289,A2,,,,,,,-0.11626771390374319,2.0,False
2.0,34.0,14.0,11.0,113.476,3793.835,102.847,8.81,A1,16.0,2014-03-30 17:07:07,24.246,A2,,,,,,,-0.3591764705882351,2.0,False
2.0,38.0,16.0,19.0,113.238,4267.498,154.847,2.563,A2,12.0,2014-03-30 17:15:01,26.03,A1,,,,,,,-0.09938027501185384,2.0,False
2.0,39.0,8.0,10.0,110.53,4279.806,62.301,1.822,A2,14.0,2014-03-30 17:15:13,25.028,A1,,,,,,,-0.10789692526534632,2.0,False
2.0,39.0,10.0,4.0,111.807,4304.205,86.7,21.653,A2,15.0,2014-03-30 17:15:37,24.415,A1,,,,,,,-0.15449064449064434,1.0,False
2.0,40.0,5.0,2.0,109.614,4354.758,32.225,1.518,A1,12.0,2014-03-30 17:16:28,109.329,A2,,,,,,,-0.07542692307692309,-11.0,True
2.0,40.0,10.0,22.0,111.773,4420.41,97.877,15.038,A2,15.0,2014-03-30 17:17:34,25.735,A1,,,,,,,-0.12980101214574893,-1.0,True
2.0,41.0,15.0,17.0,113.5,4597.69,169.882,30.924,A2,14.0,2014-03-30 17:20:31,27.828,A1,,,,,,,-0.10308442776735462,0.0,False
2.0,42.0,4.0,5.0,111.264,4571.184,38.572,22.406,A1,15.0,2014-03-30 17:20:04,24.641,A2,,,,,,,-0.10192822299651555,0.0,False
2.0,42.0,6.0,9.0,110.227,4601.996,69.384,27.153,A2,15.0,2014-03-30 17:20:35,24.526,A1,,,,,,,-0.1266118466898954,-1.0,True
2.0,42.0,14.0,2.0,137.263,4704.029,171.417,29.198,A2,2.0,2014-03-30 17:22:17,34.697,A1,,,,,,,0.2970510452961674,-2.0,True
2.0,44.0,6.0,15.0,109.708,4818.834,76.912,18.976,A2,15.0,2014-03-30 17:24:12,24.498,A1,,,,,,,-0.13182180610087585,-2.0,True
2.0,44.0,16.0,2.0,110.765,4949.556,207.634,1.328,A1,2.0,2014-03-30 17:26:23,34.48,A1,,,,,,,0.4097808819087889,0.0,False
2.0,49.0,3.0,12.0,109.976,5295.197,25.666,11.547,A2,18.0,2014-03-30 17:32:08,25.186,A1,,,,,,,-0.09095359313938343,0.0,False
2.0,50.0,2.0,3.0,109.983,5393.633,17.603,17.603,A2,18.0,2014-03-30 17:33:47,24.654,A1,,,,,,,-0.08704316326530603,0.0,False
2.0,51.0,1.0,1.0,108.975,5485.005,0.0,0.0,A2,18.0,2014-03-30 17:35:18,24.484,A1,,,,,,,-0.07080739495798316,0.0,False
3.0,1.0,22.0,6.0,150.538,150.538,48.071,36.157,A3,1.0,2014-04-06 18:06:44,33.895,A2,,,,,,,,2.0,False
3.0,7.0,21.0,13.0,107.797,744.024,36.814,2.236,A2,7.0,2014-04-06 18:16:37,25.293,A3,,,,,,,-1.4645428571428587,-1.0,True
3.0,10.0,9.0,15.0,108.066,1031.173,20.994,0.094,A3,12.0,2014-04-06 18:21:24,25.04,A3,,,,,,,-0.11941666666666645,1.0,False
3.0,10.0,13.0,8.0,106.071,1038.726,28.547,3.967,A3,10.0,2014-04-06 18:21:32,26.064,A3,,,,,,,-0.4033666666666666,2.0,False
3.0,10.0,18.0,18.0,108.048,1050.894,40.715,3.189,A3,10.0,2014-04-06 18:21:44,25.756,A3,,,,,,,-0.5217833333333334,2.0,False
3.0,11.0,18.0,19.0,108.497,1161.007,49.654,0.418,A3,11.0,2014-04-06 18:23:34,25.367,A3,,,,,,,-0.4518181818181812,0.0,False
3.0,11.0,19.0,17.0,107.946,1162.141,50.788,1.134,A3,11.0,2014-04-06 18:23:35,25.858,A3,,,,,,,-0.5952424242424239,6.0,False
3.0,12.0,9.0,5.0,105.825,1238.34,25.61,0.3,A3,14.0,2014-04-06 18:24:52,25.77,A3,,,,,,,-0.14670909090909118,0.0,False
3.0,12.0,15.0,20.0,108.755,1254.39,41.66,1.522,A3,12.0,2014-04-06 18:25:08,25.543,A3,,,,,,,-0.23434545454545475,0.0,False
3.0,13.0,6.0,9.0,106.713,1337.141,22.99,1.074,A3,15.0,2014-04-06 18:26:30,24.528,A3,,,,,,,0.13653146853146875,-1.0,True
3.0,13.0,9.0,11.0,106.504,1343.957,29.806,1.673,A3,15.0,2014-04-06 18:26:37,25.009,A3,,,,,,,-0.13582867132867052,-1.0,True
3.0,13.0,13.0,22.0,106.395,1356.445,42.294,2.538,A3,13.0,2014-04-06 18:26:50,25.192,A3,,,,,,,-0.3296923076923071,1.0,False
3.0,13.0,20.0,18.0,140.817,1419.089,104.938,30.484,A3,3.0,2014-04-06 18:27:52,29.729,A2,,,,,,,0.4112097902097902,4.0,False
3.0,13.0,22.0,13.0,237.745,1515.55,201.399,88.375,A3,6.0,2014-04-06 18:29:29,40.747,A3,,,,,,,-0.36446503496503546,0.0,False
3.0,14.0,10.0,4.0,107.608,1455.936,40.034,1.198,A3,16.0,2014-04-06 18:28:29,24.611,A3,,,,,,,-0.010395604395604469,-2.0,True
3.0,14.0,20.0,6.0,107.361,1534.536,118.634,43.626,A2,13.0,2014-04-06 18:29:48,25.897,A3,,,,,,,-2.208016483516483,0.0,False
3.0,15.0,5.0,7.0,106.353,1545.974,28.07,3.696,A3,15.0,2014-04-06 18:29:59,24.757,A3,,,,,,,-0.04114945054945053,0.0,False
3.0,15.0,14.0,14.0,108.056,1575.948,58.044,9.898,A3,15.0,2014-04-06 18:30:29,27.124,A3,,,,,,,-0.17518681318681306,-1.0,True
3.0,16.0,3.0,16.0,106.155,1645.143,25.464,24.567,A3,18.0,2014-04-06 18:31:38,24.697,A3,,,,,,,0.056342857142857125,0.0,False
3.0,16.0,6.0,12.0,106.407,1655.209,35.53,4.435,A2,18.0,2014-04-06 18:31:48,24.964,A3,,,,,,,-0.053682142857142345,0.0,False
3.0,17.0,3.0,10.0,105.97,1752.094,30.613,30.063,A3,19.0,2014-04-06 18:33:25,24.476,A3,,,,,,,0.04031764705882386,-13.0,True
3.0,18.0,3.0,2.0,105.627,1858.99,34.888,34.372,A3,18.0,2014-04-06 18:35:12,24.706,A2,,,,,,,-0.127833333333333,-1.0,True
3.0,18.0,21.0,18.0,111.326,1981.854,157.752,13.039,A2,5.0,2014-04-06 18:37:15,18.989,,,,,,,,0.7966323529411765,5.0,False
3.0,19.0,2.0,1.0,106.545,1930.647,2.064,2.064,A3,21.0,2014-04-06 18:36:24,24.687,A3,,,,,,,0.06389886480908182,1.0,False
3.0,19.0,12.0,21.0,107.299,1978.995,50.412,1.834,A3,19.0,2014-04-06 18:37:12,25.395,A3,,,,,,,-0.05144272445820437,-2.0,True
3.0,21.0,1.0,3.0,104.439,2134.464,0.0,0.0,A3,23.0,2014-04-06 18:39:48,24.851,A2,,,,,,,0.05512556390977449,-1.0,True
3.0,24.0,13.0,8.0,104.998,2492.888,43.399,2.141,A3,14.0,2014-04-06 18:45:46,25.34,A2,,,,,,,-0.10616897233201568,2.0,False
3.0,25.0,6.0,15.0,105.469,2573.839,24.541,1.571,A3,15.0,2014-04-06 18:47:07,25.068,A3,,,,,,,-0.11578434782608672,-2.0,True
3.0,25.0,12.0,4.0,104.566,2595.313,46.015,10.808,A3,11.0,2014-04-06 18:47:29,24.559,A3,,,,,,,-0.09230130434782612,0.0,False
3.0,26.0,19.0,19.0,108.398,2743.738,94.398,8.91,A3,15.0,2014-04-06 18:49:57,25.819,A3,,,,,,,-0.0976338461538462,1.0,False
3.0,27.0,15.0,20.0,106.65,2816.677,67.292,0.545,A3,15.0,2014-04-06 18:51:10,25.633,A3,,,,,,,-0.09544512820512809,0.0,False
3.0,28.0,5.0,9.0,106.906,2883.009,33.526,3.533,A3,15.0,2014-04-06 18:52:16,25.896,A3,,,,,,,-0.03792002442002438,-2.0,True
3.0,28.0,8.0,5.0,104.754,2887.776,38.293,1.745,A3,16.0,2014-04-06 18:52:21,24.576,A2,,,,,,,-0.08364041514041536,-1.0,True
3.0,28.0,12.0,22.0,105.789,2910.942,61.459,15.571,A3,15.0,2014-04-06 18:52:44,25.032,A2,,,,,,,-0.14306043956043935,0.0,False
3.0,28.0,18.0,17.0,108.259,2947.536,98.053,8.339,A3,17.0,2014-04-06 18:53:21,27.233,A2,,,,,,,-0.13241697191697205,5.0,False
3.0,31.0,20.0,18.0,108.9,3369.781,219.731,92.845,A2,18.0,2014-04-06 19:00:23,25.866,A3,,,,,,,-0.04762647385984426,4.0,False
3.0,33.0,10.0,11.0,106.576,3408.073,57.98,4.438,A3,20.0,2014-04-06 19:01:01,25.415,A2,,,,,,,-0.06069116568914965,0.0,False
3.0,34.0,4.0,16.0,104.586,3489.567,39.544,1.328,A3,18.0,2014-04-06 19:02:23,24.737,A2,,,,,,,-0.04975802139037434,1.0,False
3.0,34.0,6.0,12.0,105.842,3502.117,52.094,11.195,A3,18.0,2014-04-06 19:02:35,26.186,A3,,,,,,,-0.07863569518716579,0.0,False
3.0,35.0,3.0,7.0,104.978,3593.217,43.279,34.037,A3,20.0,2014-04-06 19:04:06,24.44,A2,,,,,,,-0.06574316271963337,-2.0,True
3.0,35.0,4.0,10.0,104.279,3595.201,45.263,1.984,A3,18.0,2014-04-06 19:04:08,25.245,A2,,,,,,,-0.06632513368983957,-12.0,True
3.0,35.0,7.0,2.0,105.047,3609.29,59.352,4.489,A2,17.0,2014-04-06 19:04:23,24.816,A3,,,,,,,-0.06121268143621089,3.0,False
3.0,35.0,17.0,14.0,107.179,3665.819,115.881,14.3,A3,20.0,2014-04-06 19:05:19,26.628,A2,,,,,,,-0.07830007639419403,2.0,False
3.0,37.0,15.0,22.0,104.529,3843.683,93.293,6.514,A2,9.0,2014-04-06 19:08:17,25.693,A3,,,,,,,-0.08393642213642204,3.0,False
3.0,38.0,5.0,9.0,103.376,3909.432,58.701,1.281,A3,10.0,2014-04-06 19:09:23,24.575,A2,,,,,,,-0.031858226647700334,-2.0,True
3.0,38.0,13.0,4.0,104.917,3934.652,83.921,2.458,A3,13.0,2014-04-06 19:09:48,25.572,A2,,,,,,,-0.07691915599810335,1.0,False
3.0,39.0,12.0,21.0,105.975,4037.176,86.325,4.069,A3,20.0,2014-04-06 19:11:30,26.44,A2,,,,,,,-0.08551099682678631,-2.0,True
3.0,39.0,13.0,8.0,104.2,4043.146,92.295,5.97,A2,15.0,2014-04-06 19:11:36,25.345,A3,,,,,,,-0.0727742641426851,2.0,False
3.0,40.0,5.0,15.0,103.949,4110.859,59.212,0.248,A3,15.0,2014-04-06 19:12:44,25.98,A2,,,,,,,-0.06694979757085029,-3.0,True
3.0,40.0,15.0,21.0,140.719,4177.895,126.248,6.38,A2,1.0,2014-04-06 19:13:51,34.249,A3,,,,0.852,1.0,0.148,-0.06939635627530369,1.0,False
3.0,40.0,17.0,17.0,119.645,4220.466,168.819,5.582,A2,12.0,2014-04-06 19:14:34,25.981,A3,,,,0.47,1.0,0.53,-0.07020587044534414,4.0,False
3.0,40.0,18.0,18.0,126.736,4365.814,314.167,145.348,A3,9.0,2014-04-06 19:16:59,25.383,A2,,,,0.0,1.0,1.684,-0.025397368421052703,2.0,False
3.0,41.0,1.0,1.0,103.783,4155.43,0.0,0.0,A3,22.0,2014-04-06 19:13:29,25.146,A2,,,,,,,-0.04110365853658528,0.0,False
3.0,41.0,2.0,3.0,107.842,4169.015,13.585,13.585,A2,20.0,2014-04-06 19:13:42,24.907,A3,,,,0.889,1.0,0.111,-0.030037429643527187,0.0,False
3.0,41.0,6.0,5.0,121.327,4236.357,80.927,2.34,A2,13.0,2014-04-06 19:14:50,24.493,A2,,,,0.346,1.0,0.654,-0.06714559099437153,-3.0,True
3.0,41.0,11.0,11.0,122.12,4255.736,100.306,4.533,A2,8.0,2014-04-06 19:15:09,24.453,A2,,,,0.191,1.0,0.809,-0.023671106941838677,1.0,False
3.0,47.0,15.0,21.0,104.445,5015.099,13.084,1.112,A3,7.0,2014-04-06 19:27:48,32.874,,,,,,,,0.2941260561208756,1.0,False
4.0,7.0,15.0,10.0,110.124,753.175,30.074,0.843,A3,7.0,2014-04-20 15:16:33,22.408,A2,,,,,,,-1.2211142857142856,4.0,False
4.0,9.0,10.0,22.0,110.457,958.075,27.782,3.693,A3,11.0,2014-04-20 15:19:58,23.213,A2,,,,,,,-0.5065476190476185,-6.0,True
4.0,10.0,8.0,9.0,109.982,1057.309,23.184,2.934,A3,12.0,2014-04-20 15:21:37,78.277,A2,,,,,,,-0.16728333333333362,-7.0,True
4.0,10.0,9.0,11.0,110.238,1064.62,30.495,7.311,A3,10.0,2014-04-20 15:21:45,22.994,A2,,,,,,,-0.4311500000000007,1.0,False
4.0,10.0,12.0,16.0,111.409,1071.029,36.904,1.319,A3,10.0,2014-04-20 15:21:51,22.914,A2,,,,,,,-0.4251499999999999,3.0,False
4.0,10.0,21.0,19.0,114.233,1097.539,63.414,11.006,A3,10.0,2014-04-20 15:22:18,23.677,A2,,,,,,,-0.6390833333333334,1.0,False
4.0,11.0,5.0,5.0,109.932,1155.962,17.889,0.313,A3,13.0,2014-04-20 15:23:16,22.776,A2,,,,,,,-0.005987878787878087,2.0,False
4.0,11.0,7.0,7.0,110.55,1164.182,26.109,4.289,A3,13.0,2014-04-20 15:23:24,23.438,A2,,,,,,,-0.1850909090909093,1.0,False
4.0,11.0,14.0,14.0,111.963,1189.058,50.985,0.421,A3,11.0,2014-04-20 15:23:49,24.883,A2,,,,,,,-0.48995757575757504,-4.0,True
4.0,11.0,15.0,21.0,112.021,1190.961,52.888,1.903,A3,11.0,2014-04-20 15:23:51,24.01,A2,,,,,,,-0.5008969696969696,1.0,False
4.0,11.0,19.0,18.0,113.46,1196.341,58.268,1.257,A3,11.0,2014-04-20 15:23:56,24.784,A2,,,,,,,-0.5127696969696961,2.0,False
4.0,12.0,3.0,12.0,109.856,1259.508,17.183,1.09,A3,14.0,2014-04-20 15:25:00,22.57,A2,,,,,,,0.05543636363636354,-2.0,True
4.0,12.0,5.0,15.0,109.107,1269.0,26.675,7.838,A3,14.0,2014-04-20 15:25:09,24.78,A2,,,,,,,-0.2585181818181817,-2.0,True
4.0,12.0,16.0,17.0,113.241,1308.325,66.0,10.056,A3,12.0,2014-04-20 15:25:48,23.781,A2,,,,,,,-0.43692727272727294,-3.0,True
4.0,13.0,3.0,3.0,109.595,1370.757,24.139,7.659,A3,15.0,2014-04-20 15:26:51,23.277,A2,,,,,,,-0.006153846153846091,1.0,False
4.0,14.0,8.0,8.0,111.347,1495.958,45.337,0.104,A3,14.0,2014-04-20 15:28:56,23.521,A2,,,,,,,-0.12272527472527454,-2.0,True
4.0,14.0,13.0,20.0,112.013,1503.939,53.318,0.322,A3,14.0,2014-04-20 15:29:04,22.988,A2,,,,,,,-0.2349010989010989,-3.0,True
4.0,15.0,2.0,2.0,109.461,1577.193,22.313,22.313,A3,17.0,2014-04-20 15:30:17,23.186,A2,,,,,,,-0.010281318681318456,-2.0,True
4.0,15.0,8.0,6.0,111.732,1605.787,50.907,3.154,A3,17.0,2014-04-20 15:30:46,24.119,A3,,,,,,,-0.21517582417582373,-4.0,True
4.0,17.0,1.0,1.0,111.929,1771.369,0.0,0.0,A3,19.0,2014-04-20 15:33:31,22.968,A2,,,,,,,0.07861764705882335,0.0,False
4.0,17.0,12.0,4.0,111.996,1827.596,56.227,0.499,A2,17.0,2014-04-20 15:34:28,23.67,A3,,,,,,,-0.1592911764705881,-1.0,True
